epoch,train_loss,train_ppl,train_tokens_per_sec,train_epoch_time_sec,train_cpu_mem_mb,train_gpu_mem_mb,val_loss,val_ppl,val_bpc
1,1.9662220251619733,7.143636962487641,19848.550202205246,16.124200344085693,1728.96484375,4816.99755859375,1.226691002405701,3.409927405658769,3.0777700885669046
2,1.0755210510387263,2.9315199741850924,19951.31230530205,16.041150331497192,1488.0859375,4814.24755859375,0.9570015290905165,2.6038771064538992,2.4011186803940103
3,0.8988595439755612,2.4567996408922377,19561.4718024442,16.36083436012268,1492.328125,4814.24755859375,0.8567627724228233,2.3555229739274237,2.149619446779407
4,0.8215928292834834,2.2741192379400172,19981.38262340599,16.017009735107422,1492.35546875,4814.24755859375,0.8147229797982968,2.258549921726048,2.044141526084159
5,0.7856385333196074,2.1938073126594992,19684.9529969958,16.2582049369812,1492.4609375,4814.24755859375,0.7901688760219775,2.2037685585004643,1.9825352323996723
6,0.7668269725500364,2.152924117060582,19389.160473357475,16.506232976913452,1492.55859375,4814.24755859375,0.7860966642769617,2.194812593961559,1.9723180452852798
7,0.7549966465725767,2.1276043885764326,19049.586794795287,16.800469398498535,1492.64453125,4814.24755859375,0.7798415665439897,2.181126674685284,1.9566239930212228
8,0.7440831709963391,2.104511073419575,18708.14132249963,17.107097625732422,1492.7265625,4814.24755859375,0.774069837440978,2.168574062365499,1.942142713581068
9,0.738658817549542,2.0931263667759277,19717.61412424743,16.231274127960205,1492.82421875,4814.24755859375,0.7758936419286938,2.172532726289604,1.9467186425547682
10,0.7312089465533619,2.077590786252859,18702.60683685078,17.112159967422485,1492.82421875,4814.24755859375,0.7806774292604846,2.1829505593049916,1.9587211741874098
11,0.7246522287611652,2.0640131707187983,18171.860685168158,17.611955404281616,1492.83203125,4814.24755859375,0.7725247659005802,2.1652260474258376,1.938266126109238
12,0.7203787102385637,2.055211392878693,18833.382463565387,16.99333620071411,1492.83984375,4814.24755859375,0.7858347230642323,2.1942377573789655,1.9716608342778459
13,0.7136299321408095,2.0413879254681633,19859.04443035379,16.11567974090576,1492.84375,4814.24755859375,0.7844741311753008,2.1912543253608376,1.9682471066069918
14,0.7102293209590865,2.0344577489589155,19935.07037570446,16.054219722747803,1492.8515625,4814.24755859375,0.7869540781205492,2.196695263661895,1.974469298270866
15,0.7046470880704347,2.023132571300647,19717.121477853038,16.231679677963257,1492.86328125,4814.24755859375,0.7864774953780466,2.195648606037988,1.9732735512516693
16,0.6976751070364043,2.009076386050182,19994.960284451878,16.006133317947388,1492.86328125,4814.24755859375,0.7938738576449407,2.211948624651118,1.9918310384302726
17,0.6913456330659432,1.9964001486372283,19453.640128072115,16.45152258872986,1492.90625,4814.24755859375,0.7947109724053052,2.213801054734088,1.9939313609769407
18,0.6842221199220955,1.9822292989791985,19936.686657086408,16.052918195724487,1492.90625,4814.24755859375,0.8055927042483636,2.2380225912886362,2.0212336471375876
19,0.676895380537889,1.9677590959404128,19846.015667985223,16.126259565353394,1492.90625,4814.24755859375,0.810980188915854,2.250112441383408,2.0347508565486754
20,0.6682549334635595,1.9508300203309807,20056.90568568899,15.956698656082153,1492.90625,4814.24755859375,0.8164456470315036,2.2624440048124344,2.0484637014914298
